Time (s), Voltage (V)
12.723288,0.002444
12.733288,-0.002444
12.743288,0.002444
12.753289,-0.007331
12.763288,-0.007331
12.773292,-0.007331
12.783292,-0.007331
12.793292,-0.007331
12.803297,-0.007331
12.813297,-0.007331
12.823301,-0.012219
12.833305,-0.002444
12.843304,-0.007331
12.853304,-0.012219
12.863308,-0.007331
12.873312,-0.007331
12.883313,-0.002444
12.893321,-0.002444
12.903325,-0.012219
12.913329,-0.007331
12.923329,-0.007331
12.933328,-0.002444
12.943332,-0.007331
12.953336,-0.007331
12.96334,-0.012219
12.973344,-0.002444
12.983345,-0.007331
12.993352,-0.007331
13.003356,-0.007331
13.013357,-0.007331
13.023357,-0.012219
13.03336,0.002444
13.04336,-0.002444
13.053364,-0.007331
13.063368,-0.002444
13.073372,-0.007331
13.083376,-0.002444
13.09338,0.002444
13.103384,-0.007331
13.113385,-0.002444
13.123393,-0.002444
13.133393,-0.002444
13.143392,0.002444
13.153396,-0.002444
13.163396,-0.002444
13.173397,0.002444
13.183397,0.002444
13.193396,0.002444
13.2034,0.002444
13.2134,0.002444
13.223401,0.002444
13.233401,0.002444
13.2434,-0.002444
13.2534,-0.002444
13.263401,-0.002444
13.273405,-0.002444
13.283409,0.007331
13.293409,-0.002444
13.303413,-0.007331
13.313412,0.002444
13.323416,-0.002444
13.33342,-0.007331
13.343424,-0.002444
13.353428,-0.007331
13.363432,-0.002444
13.373436,-0.002444
13.383437,-0.002444
13.393437,-0.002444
13.403436,-0.002444
13.413436,-0.007331
13.42344,-0.002444
13.433444,0.002444
13.443452,-0.012219
13.453453,-0.007331
13.463457,-0.007331
13.473464,-0.007331
13.483469,-0.002444
13.493469,-0.017107
13.503473,-0.012219
13.513472,-0.012219
13.523476,-0.002444
13.533476,-0.007331
13.543477,-0.007331
13.553477,-0.012219
13.563476,-0.007331
13.57348,-0.007331
13.58348,-0.007331
13.593488,0.002444
13.603492,-0.007331
13.613505,-0.002444
13.623504,-0.002444
13.633504,0.002444
13.643508,-0.002444
13.653509,-0.002444
13.663513,-0.007331
13.673513,-0.002444
13.683516,0.002444
13.69352,-0.007331
13.70352,-0.002444
13.713524,-0.002444
13.723525,-0.002444
13.733529,0.002444
13.743533,-0.002444
13.753537,-0.012219
13.763541,0.002444
13.773545,-0.002444
13.783549,-0.002444
13.793548,0.007331
13.803548,-0.012219
13.813549,-0.002444
13.823549,0.007331
13.833553,-0.007331
13.843552,-0.002444
13.853556,-0.007331
13.863556,-0.002444
13.873557,-0.002444
13.883561,0.002444
13.893561,-0.007331
13.903565,-0.007331
13.913568,-0.007331
13.923568,-0.007331
13.933572,0.012219
13.943576,-0.007331
13.95358,-0.002444
13.963584,0.002444
13.973585,-0.002444
13.983585,-0.002444
13.993584,-0.007331
14.003588,-0.012219
14.013592,0.002444
14.023596,-0.002444
14.033596,-0.002444
14.043597,-0.002444
14.053601,-0.007331
14.063605,0.002444
14.073609,0.007331
14.083608,-0.002444
14.093608,-0.002444
14.103609,-0.007331
14.113613,-0.007331
14.123613,-0.007331
14.133612,-0.002444
14.143616,-0.002444
14.15362,-0.002444
14.163624,-0.007331
14.173632,-0.007331
14.183632,-0.002444
14.193636,-0.002444
14.203637,-0.007331
14.213637,0.002444
14.223641,-0.002444
14.233644,-0.002444
14.243644,-0.002444
14.253644,-0.007331
14.263648,-0.002444
14.273653,0.007331
14.283657,0.002444
14.293657,0.002444
14.303656,-0.007331
14.31366,-0.007331
14.323664,-0.007331
14.333672,-0.007331
14.343672,-0.007331
14.353672,-0.007331
14.36368,-0.002444
14.373684,-0.007331
14.383685,-0.007331
14.393689,-0.012219
14.403693,-0.012219
14.413697,-0.002444
14.423701,-0.007331
14.4337,0.002444
14.443709,-0.007331
14.453713,-0.012219
14.463716,-0.002444
14.473716,-0.012219
14.48372,-0.002444
14.493724,-0.007331
14.503725,-0.012219
14.513729,-0.002444
14.523729,0.002444
14.533733,-0.007331
14.543737,-0.007331
14.55374,-0.002444
14.563744,-0.007331
14.573753,0.002444
14.583752,-0.002444
14.593752,-0.012219
14.603753,-0.002444
14.613757,-0.002444
14.623757,-0.002444
14.633756,-0.002444
14.643756,-0.012219
14.653757,-0.012219
14.663757,-0.002444
14.673756,-0.012219
14.683765,-0.007331
14.693768,-0.007331
14.703772,-0.017107
14.713772,-0.007331
14.723776,-0.007331
14.73378,-0.012219
14.743784,-0.007331
14.753788,-0.007331
14.763796,-0.007331
14.773797,-0.002444
14.783801,-0.007331
14.793801,-0.007331
14.8038,-0.012219
14.813804,-0.012219
14.823808,-0.007331
14.833808,-0.007331
14.843816,-0.012219
14.853816,-0.012219
14.863821,-0.007331
14.873828,-0.002444
14.883832,-0.007331
14.893836,-0.017107
14.903841,-0.012219
14.913845,-0.012219
14.923845,-0.002444
14.933849,-0.012219
14.943848,0.002444
14.953857,-0.017107
14.963856,-0.012219
14.973856,-0.007331
14.98386,-0.012219
14.993861,-0.012219
15.003861,-0.007331
15.01386,-0.012219
15.023864,-0.007331
15.033864,-0.012219
15.043865,-0.012219
15.053869,-0.012219
15.063868,-0.007331
15.073868,-0.007331
15.083872,-0.007331
15.093873,-0.017107
15.103877,-0.017107
15.113877,-0.012219
15.123881,-0.012219
15.13388,-0.012219
15.143884,-0.012219
15.153888,-0.017107
15.163888,-0.007331
15.173892,-0.007331
15.183893,-0.017107
15.193897,-0.007331
15.203901,-0.012219
15.2139,-0.007331
15.2239,-0.007331
15.233901,-0.017107
15.243905,-0.012219
15.253909,-0.007331
15.263916,-0.012219
15.273917,-0.007331
15.283921,-0.012219
15.293925,-0.021994
15.303929,-0.017107
15.313933,-0.017107
15.323932,-0.017107
15.333932,-0.012219
15.343936,-0.021994
15.353944,-0.021994
15.363948,-0.017107
15.373952,-0.012219
15.383953,-0.021994
15.393957,-0.021994
15.403961,-0.026882
15.413965,-0.017107
15.423964,-0.031769
15.433968,-0.041544
15.443972,-0.031769
15.453972,-0.041544
15.463973,-0.041544
15.47398,-0.036657
15.483984,-0.046432
15.493988,-0.046432
15.503989,-0.036657
15.513993,-0.036657
15.523992,-0.026882
15.533996,-0.026882
15.544,-0.031769
15.554,-0.021994
15.564004,-0.017107
15.574005,-0.017107
15.584009,-0.021994
15.594013,-0.017107
15.604012,-0.017107
15.614016,-0.012219
15.624016,-0.012219
15.634016,-0.017107
15.644017,-0.012219
15.654016,-0.012219
15.664016,-0.017107
15.67402,-0.012219
15.684033,-0.021994
15.694036,-0.007331
15.70404,-0.017107
15.71404,-0.012219
15.72404,-0.012219
15.734045,-0.017107
15.744045,-0.021994
15.754049,-0.012219
15.764053,-0.017107
15.774052,-0.012219
15.784056,-0.012219
15.79406,-0.017107
15.80406,-0.017107
15.814068,-0.017107
15.824069,-0.017107
15.834069,-0.021994
15.844073,-0.012219
15.854077,-0.017107
15.864076,-0.017107
15.87408,-0.012219
15.88408,-0.026882
15.894084,-0.017107
15.904092,-0.017107
15.914096,-0.017107
15.924097,-0.012219
15.934104,-0.021994
15.944108,-0.021994
15.954116,-0.017107
15.96412,-0.012219
15.974128,-0.017107
15.984128,-0.017107
15.994129,-0.026882
16.004127,-0.017107
16.014127,-0.017107
16.024135,-0.021994
16.034139,-0.021994
16.044139,-0.017107
16.054147,-0.017107
16.064147,-0.021994
16.074148,-0.007331
16.084148,-0.026882
16.094152,-0.017107
16.104156,-0.021994
16.114156,-0.017107
16.124156,-0.012219
16.134155,-0.026882
16.144159,-0.017107
16.154159,-0.012219
16.164167,-0.021994
16.174175,-0.017107
16.184175,-0.012219
16.194179,-0.021994
16.204183,-0.017107
16.214191,-0.017107
16.224195,-0.017107
16.234203,-0.017107
16.244203,-0.017107
16.254203,-0.017107
16.264204,-0.007331
16.274204,-0.017107
16.284204,-0.021994
16.294204,-0.017107
16.304204,-0.017107
16.314207,-0.017107
16.324207,-0.007331
16.334211,-0.026882
16.344211,-0.017107
16.354219,-0.017107
16.364227,-0.017107
16.374235,-0.012219
16.384239,-0.021994
16.394239,-0.012219
16.404239,-0.021994
16.414239,-0.017107
16.424243,-0.012219
16.434244,-0.021994
16.444248,-0.026882
16.454248,-0.017107
16.464248,-0.017107
16.474248,-0.017107
16.484247,-0.021994
16.494247,-0.017107
16.504255,-0.021994
16.514259,-0.017107
16.524263,-0.017107
16.534263,-0.026882
16.544263,-0.017107
16.554267,-0.021994
16.564271,-0.012219
16.574275,-0.012219
16.584283,-0.026882
16.594287,-0.021994
16.604295,-0.017107
16.614295,-0.021994
16.624296,-0.017107
16.634304,-0.021994
16.644304,-0.017107
16.654308,-0.012219
16.664308,-0.017107
16.674312,-0.012219
16.684312,-0.012219
16.694316,-0.017107
16.70432,-0.021994
16.714324,-0.012219
16.724327,-0.017107
16.734331,-0.021994
16.74434,-0.017107
16.754339,-0.026882
16.764352,-0.012219
16.774356,-0.017107
16.78436,-0.021994
16.794359,-0.021994
16.804367,-0.017107
16.814371,-0.017107
16.824371,-0.012219
16.834371,-0.026882
16.844375,-0.021994
16.854375,-0.017107
16.864376,-0.021994
16.874376,-0.017107
16.884376,-0.017107
16.894376,-0.026882
16.904375,-0.017107
16.914379,-0.017107
16.924383,-0.021994
16.934383,-0.017107
16.944387,-0.021994
16.954387,-0.021994
16.964387,-0.017107
16.974388,-0.012219
16.984388,-0.021994
16.994392,-0.012219
17.004392,-0.021994
17.014396,-0.017107
17.024396,-0.021994
17.034395,-0.026882
17.044395,-0.017107
17.054403,-0.017107
17.064407,-0.021994
17.074407,-0.017107
17.084411,-0.021994
17.094419,-0.026882
17.104423,-0.021994
17.114427,-0.021994
17.124431,-0.026882
17.134431,-0.026882
17.144435,-0.031769
17.154436,-0.021994
17.164436,-0.021994
17.17444,-0.026882
17.184444,-0.026882
17.194448,-0.026882
17.204448,-0.026882
17.214448,-0.026882
17.224447,-0.017107
17.234447,-0.031769
17.244447,-0.021994
17.254451,-0.021994
17.264455,-0.021994
17.274456,-0.017107
17.28446,-0.026882
17.29446,-0.017107
17.304468,-0.021994
17.314476,-0.026882
17.324483,-0.017107
17.334487,-0.021994
17.344491,-0.021994
17.354496,-0.017107
17.3645,-0.007331
17.374504,-0.017107
17.384508,-0.017107
17.394515,-0.017107
17.40452,-0.017107
17.414524,-0.017107
17.424524,-0.017107
17.434528,-0.021994
17.444528,-0.017107
17.454528,-0.017107
17.464527,-0.012219
17.474531,-0.017107
17.484531,-0.021994
17.494535,-0.017107
17.504539,-0.017107
17.514539,-0.021994
17.524543,-0.021994
17.534543,-0.017107
17.544548,-0.012219
17.554548,-0.012219
17.564552,-0.012219
17.574556,-0.021994
17.58456,-0.017107
17.594564,-0.021994
17.604564,-0.021994
17.614568,-0.017107
17.624568,-0.026882
17.634567,-0.017107
17.644567,-0.021994
17.654571,-0.021994
17.664575,-0.017107
17.674575,-0.021994
17.684576,-0.021994
17.694576,-0.007331
17.70458,-0.012219
17.714588,-0.012219
17.724588,-0.021994
17.734588,-0.021994
17.744588,-0.021994
17.754587,-0.021994
17.764591,-0.017107
17.774591,-0.017107
17.784591,-0.017107
17.794591,-0.021994
17.804592,-0.017107
17.814596,-0.017107
17.8246,-0.026882
17.834604,-0.017107
17.844604,-0.017107
17.854604,-0.017107
17.864608,-0.007331
17.874616,-0.026882
17.884616,-0.017107
17.894615,-0.017107
17.904615,-0.021994
17.914619,-0.017107
17.924623,-0.017107
17.934627,-0.026882
17.944631,-0.012219
17.954635,-0.017107
17.964639,-0.017107
17.974639,-0.017107
17.98464,-0.026882
17.99464,-0.021994
18.00464,-0.017107
18.01464,-0.021994
18.024639,-0.026882
18.034643,-0.021994
18.044643,-0.017107
18.054643,-0.017107
18.064643,-0.017107
18.074647,-0.026882
18.084648,-0.021994
18.094648,-0.017107
18.104652,-0.012219
18.114656,-0.017107
18.124656,-0.021994
18.134656,-0.021994
18.14466,-0.017107
18.154659,-0.017107
18.164663,-0.017107
18.174663,-0.021994
18.184663,-0.031769
18.194664,-0.012219
18.204664,-0.017107
18.214668,-0.021994
18.224672,-0.017107
18.234676,-0.017107
18.24468,-0.021994
18.25468,-0.021994
18.26468,-0.017107
18.274684,-0.026882
18.284688,-0.021994
18.294691,-0.017107
18.304695,-0.017107
18.314695,-0.012219
18.324703,-0.026882
18.334707,-0.021994
18.344707,-0.007331
18.354711,-0.021994
18.364715,-0.017107
18.374719,-0.021994
18.384719,-0.026882
18.39472,-0.017107
18.40472,-0.021994
18.41472,-0.017107
18.424724,-0.017107
18.434728,-0.021994
18.444736,-0.021994
18.454736,-0.007331
18.46474,-0.021994
18.474744,-0.021994
18.484748,-0.021994
18.494747,-0.026882
18.504747,-0.017107
18.514751,-0.021994
18.524751,-0.026882
18.534755,-0.021994
18.544759,-0.021994
18.554763,-0.021994
18.564767,-0.017107
18.574768,-0.021994
18.584768,-0.017107
18.594776,-0.021994
18.604784,-0.021994
18.614788,-0.017107
18.624788,-0.017107
18.634792,-0.026882
18.644792,-0.017107
18.654792,-0.017107
18.664796,-0.021994
18.6748,-0.012219
18.684799,-0.021994
18.694803,-0.017107
18.704803,-0.012219
18.714811,-0.021994
18.724819,-0.021994
18.734823,-0.017107
18.744827,-0.017107
18.754835,-0.017107
18.764839,-0.017107
18.774848,-0.026882
18.784851,-0.021994
18.794855,-0.021994
18.804855,-0.021994
18.814855,-0.012219
18.824855,-0.021994
18.834856,-0.021994
18.844856,-0.007331
18.85486,-0.021994
18.864864,-0.021994
18.874868,-0.021994
18.884872,-0.026882
18.894876,-0.021994
18.904876,-0.021994
18.91488,-0.026882
18.924884,-0.017107
18.934888,-0.017107
18.944892,-0.026882
18.954891,-0.021994
18.964895,-0.021994
18.974895,-0.031769
18.984899,-0.012219
18.994899,-0.017107
19.004899,-0.021994
19.0149,-0.021994
19.024904,-0.026882
19.034908,-0.026882
19.044908,-0.026882
19.054908,-0.031769
19.064916,-0.026882
19.074924,-0.026882
19.084932,-0.036657
19.094932,-0.026882
19.104932,-0.026882
19.114931,-0.036657
19.124931,-0.026882
19.134931,-0.031769
19.144931,-0.026882
19.154935,-0.026882
19.164936,-0.026882
19.17494,-0.021994
19.18494,-0.021994
19.194944,-0.026882
19.204952,-0.021994
19.214956,-0.012219
19.22496,-0.021994
19.234964,-0.021994
19.244964,-0.021994
19.254964,-0.021994
19.264963,-0.017107
19.274972,-0.021994
19.284975,-0.017107
19.294975,-0.017107
19.304975,-0.017107
19.314979,-0.026882
19.324979,-0.017107
19.33498,-0.021994
19.34498,-0.017107
19.35498,-0.017107
19.36498,-0.026882
19.374984,-0.021994
19.384992,-0.021994
19.394992,-0.021994
19.404991,-0.017107
19.414995,-0.017107
19.424999,-0.026882
19.435003,-0.017107
19.445007,-0.021994
19.455011,-0.017107
19.465011,-0.012219
19.475015,-0.026882
19.485019,-0.021994
19.495019,-0.012219
19.50502,-0.017107
19.51502,-0.017107
19.52502,-0.021994
19.535024,-0.026882
19.545028,-0.012219
19.555028,-0.017107
19.565031,-0.026882
19.575031,-0.017107
19.585035,-0.026882
19.595039,-0.021994
19.605039,-0.017107
19.615039,-0.026882
19.625043,-0.017107
19.635044,-0.021994
19.645044,-0.021994
19.655044,-0.017107
19.665044,-0.021994
19.675048,-0.031769
19.685047,-0.021994
19.695047,-0.017107
19.705051,-0.017107
19.715055,-0.017107
19.725059,-0.021994
19.735063,-0.021994
19.745067,-0.017107
19.755075,-0.017107
19.765075,-0.021994
19.775083,-0.021994
19.785083,-0.021994
19.795083,-0.021994
19.805088,-0.012219
19.815088,-0.026882
19.825088,-0.021994
19.835092,-0.021994
19.845096,-0.012219
19.8551,-0.012219
19.865108,-0.026882
19.875108,-0.021994
19.885112,-0.017107
19.895111,-0.017107
19.905115,-0.012219
19.915115,-0.017107
19.925115,-0.021994
19.935119,-0.021994
19.945119,-0.017107
19.955123,-0.012219
19.965124,-0.021994
19.975128,-0.012219
19.985132,-0.021994
19.995136,-0.012219
20.005144,-0.007331
20.015148,-0.026882
20.025148,-0.012219
20.035148,-0.021994
20.045148,-0.021994
20.055147,-0.012219
20.065151,-0.021994
20.075155,-0.021994
20.085155,-0.021994
20.095155,-0.017107
20.105163,-0.007331
20.115163,-0.021994
20.125164,-0.021994
20.135164,-0.021994
20.145168,-0.021994
20.155168,-0.017107
20.165168,-0.017107
20.175172,-0.017107
20.185176,-0.017107
20.195175,-0.012219
20.205179,-0.017107
20.215179,-0.017107
20.225179,-0.021994
20.235183,-0.017107
20.245183,-0.002444
20.255187,-0.012219
20.265188,-0.021994
20.275192,-0.007331
20.285192,-0.017107
20.295192,-0.012219
20.3052,-0.002444
20.315204,-0.021994
20.325204,-0.017107
20.335203,-0.017107
20.345207,-0.017107
20.355207,-0.017107
20.365211,-0.017107
20.375211,-0.021994
20.385215,-0.012219
20.395219,-0.007331
20.40522,-0.017107
20.415224,-0.017107
20.425228,-0.017107
20.435228,-0.031769
20.445232,-0.026882
20.455232,-0.036657
20.465232,-0.046432
20.475231,-0.041544
20.485231,-0.05132
20.495235,-0.036657
20.505239,-0.041544
20.515243,-0.046432
20.525247,-0.041544
20.535255,-0.036657
20.545255,-0.036657
20.555263,-0.036657
20.565263,-0.031769
20.575263,-0.031769
20.585264,-0.021994
20.595264,-0.026882
20.605264,-0.026882
20.615268,-0.021994
20.625272,-0.021994
20.635271,-0.017107
20.645275,-0.012219
20.655275,-0.017107
20.665279,-0.017107
20.675279,-0.017107
20.685279,-0.017107
20.69528,-0.002444
20.705287,-0.012219
20.715291,-0.021994
20.725296,-0.012219
20.735296,-0.012219
20.7453,-0.012219
20.755308,-0.007331
20.765312,-0.021994
20.775316,-0.012219
20.78532,-0.012219
20.795324,-0.012219
20.805324,-0.012219
20.815324,-0.012219
20.825323,-0.017107
20.835332,-0.012219
20.845331,-0.007331
20.855335,-0.017107
20.865339,-0.017107
20.875343,-0.017107
20.885343,-0.012219
20.895343,-0.012219
20.905347,-0.012219
20.915351,-0.021994
20.925352,-0.017107
20.935356,-0.017107
20.945356,-0.017107
20.95536,-0.017107
20.965364,-0.026882
20.975368,-0.021994
20.985376,-0.017107
20.995376,-0.026882
21.005384,-0.021994
21.015388,-0.021994
21.025392,-0.026882
21.035396,-0.012219
21.0454,-0.017107
21.0554,-0.017107
21.065399,-0.017107
21.075399,-0.017107
21.085403,-0.012219
21.095407,-0.007331
21.105407,-0.017107
21.115415,-0.017107
21.125423,-0.012219
21.135427,-0.017107
21.145435,-0.007331
21.155439,-0.012219
21.165447,-0.021994
21.175447,-0.012219
21.185451,-0.007331
21.195455,-0.012219
21.205455,-0.012219
21.215456,-0.012219
21.225456,-0.017107
21.235456,-0.012219
21.24546,-0.012219
21.255464,-0.012219
21.265464,-0.017107
21.275463,-0.017107
21.285467,-0.017107
21.295467,-0.012219
21.305467,-0.012219
21.315467,-0.012219
21.325468,-0.012219
21.335472,-0.017107
21.345476,-0.012219
21.355476,-0.012219
21.365476,-0.017107
21.37548,-0.012219
21.38548,-0.012219
21.395484,-0.007331
21.405483,-0.002444
21.415487,-0.017107
21.425491,-0.017107
21.435491,-0.012219
21.445491,-0.012219
21.455499,-0.012219
21.465499,-0.017107
21.475503,-0.012219
21.485507,-0.012219
21.495508,-0.012219
21.505508,-0.012219
21.515512,-0.012219
21.52552,-0.012219
21.53552,-0.012219
21.54552,-0.002444
21.555519,-0.017107
21.565519,-0.012219
21.575523,-0.012219
21.585523,-0.012219
21.595523,-0.002444
21.605524,-0.012219
21.615524,-0.017107
21.625524,-0.012219
21.635524,-0.007331
21.645528,-0.007331
21.655532,-0.007331
21.665536,-0.021994
21.675535,-0.007331
21.685535,-0.012219
21.695539,-0.012219
21.705543,-0.012219
21.715547,-0.007331
21.725551,-0.012219
21.735551,-0.007331
21.745559,-0.007331
21.755563,-0.017107
21.765567,-0.012219
21.775571,-0.007331
21.785572,-0.007331
21.795572,0.007331
21.80558,-0.017107
21.815584,-0.017107
21.825584,-0.012219
21.835584,-0.012219
21.845584,-0.007331
21.855588,-0.007331
21.865587,-0.021994
21.875587,-0.012219
21.885591,-0.007331
21.895595,-0.012219
21.905599,-0.007331
21.915603,-0.012219
21.925607,-0.012219
21.935611,-0.007331
21.945615,-0.012219
21.955619,-0.017107
21.965623,-0.012219
21.975627,-0.017107
21.985628,-0.012219
21.995628,-0.002444
22.005632,-0.017107
22.015632,-0.012219
22.025632,-0.007331
22.035636,-0.007331
22.04564,-0.007331
22.055643,-0.007331
22.065647,-0.012219
22.075647,-0.002444
22.085655,-0.012219
22.095659,-0.012219
22.105659,-0.007331
22.115659,-0.017107
22.125663,-0.012219
22.135667,-0.012219
22.145668,-0.012219
22.155672,-0.007331
22.165676,-0.007331
22.17568,-0.007331
22.18568,-0.012219
22.195684,-0.002444
22.205684,-0.012219
22.215684,-0.007331
22.225683,-0.012219
22.235683,-0.012219
22.245687,-0.002444
22.255691,-0.012219
22.265691,-0.012219
22.275691,-0.007331
22.285696,-0.012219
22.2957,-0.007331
22.3057,-0.012219
22.3157,-0.017107
22.325704,-0.012219
22.335704,-0.007331
22.345703,-0.007331
22.355703,-0.007331
22.365703,-0.007331
22.375707,-0.007331
22.385711,-0.002444
22.395715,-0.007331
22.405715,-0.007331
22.415716,-0.007331
22.425724,-0.012219
22.435728,-0.007331
22.445728,-0.012219
22.455732,-0.012219
22.465732,-0.007331
22.475732,-0.012219
22.485731,-0.012219
22.495731,-0.007331
22.505735,-0.012219
22.515743,-0.007331
22.525751,-0.007331
22.535751,-0.002444
22.545751,-0.012219
22.555755,-0.002444
22.565759,-0.012219
22.575759,-0.002444
22.585763,0.002444
22.595771,-0.012219
22.605775,-0.007331
22.615776,-0.012219
22.625783,-0.007331
22.635784,-0.002444
22.645788,-0.002444
22.655792,-0.007331
22.6658,-0.007331
22.675807,-0.002444
22.685808,-0.012219
22.695812,-0.012219
22.705812,-0.017107
22.715816,-0.012219
22.725816,-0.007331
22.73582,-0.007331
22.745824,-0.007331
22.755828,-0.007331
22.765827,-0.017107
22.775831,-0.007331
22.785839,-0.007331
22.795843,-0.017107
22.805843,-0.017107
22.815843,-0.021994
22.825843,-0.021994
22.835844,-0.007331
22.845848,-0.021994
22.855848,-0.021994
22.865852,-0.021994
22.875852,-0.021994
22.885852,-0.012219
22.89586,-0.017107
22.905864,-0.026882
22.915864,-0.007331
22.925867,-0.012219
22.935867,-0.012219
22.945871,-0.007331
22.955875,-0.017107
22.965879,-0.012219
22.975883,-0.007331
22.985883,-0.007331
22.995887,-0.007331
23.005887,-0.007331
23.015888,-0.012219
23.025896,-0.007331
23.035896,-0.002444
23.0459,-0.012219
23.0559,-0.007331
23.065904,-0.012219
23.075904,-0.012219
23.085903,-0.002444
23.095903,-0.007331
23.105907,-0.012219
23.115907,-0.007331
23.125911,-0.007331
23.135911,-0.012219
23.145919,-0.002444
23.155923,-0.012219
23.165924,-0.007331
23.175928,-0.002444
23.185932,-0.007331
23.195936,-0.007331
23.20594,-0.012219
23.215944,-0.012219
23.225948,0.002444
23.235952,-0.007331
23.245952,-0.012219
23.255956,-0.007331
23.265956,-0.012219
23.275955,-0.007331
23.285959,-0.002444
23.295959,-0.012219
23.305959,-0.012219
23.315963,-0.007331
23.325967,-0.007331
23.335971,-0.012219
23.345972,-0.017107
23.355972,-0.017107
23.365972,-0.002444
23.375972,-0.017107
23.385976,-0.012219
23.395975,-0.012219
23.405979,-0.017107
23.415979,-0.012219
23.425987,-0.007331
23.435987,-0.012219
23.445995,-0.012219
23.456003,-0.012219
23.466011,-0.017107
23.476015,-0.002444
23.486015,-0.007331
23.496019,-0.017107
23.506019,-0.012219
23.516023,-0.012219
23.526023,-0.012219
23.536024,-0.002444
23.546028,-0.012219
23.556032,-0.012219
23.566032,-0.012219
23.576032,-0.012219
23.586032,-0.007331
23.596031,-0.007331
23.606031,-0.017107
23.616031,-0.007331
23.626035,-0.002444
23.636035,-0.002444
23.646039,-0.002444
23.656044,-0.017107
23.666048,-0.012219
23.676048,-0.007331
23.686048,-0.012219
23.696052,-0.017107
23.70606,-0.012219
23.716064,-0.012219
23.726064,-0.007331
23.736064,-0.007331
23.746063,-0.017107
23.756063,-0.017107
23.766067,-0.012219
23.776067,-0.012219
23.786067,-0.007331
23.796072,-0.007331
23.806076,-0.017107
23.81608,-0.007331
23.826084,-0.012219
23.836091,-0.012219
23.846096,-0.007331
23.856096,-0.012219
23.8661,-0.007331
23.8761,-0.007331
23.8861,-0.012219
23.896104,-0.017107
23.906103,-0.007331
23.916107,-0.017107
23.926111,-0.012219
23.936111,-0.007331
23.946111,-0.017107
23.956115,-0.012219
23.966119,-0.007331
23.976119,-0.007331
23.986124,-0.007331
23.996128,-0.017107
24.006128,-0.012219
24.016132,-0.007331
24.026132,-0.017107
24.036132,-0.007331
24.046131,-0.007331
24.056131,-0.017107
24.066131,-0.012219
24.076135,-0.012219
24.086135,-0.012219
24.096136,-0.002444
24.10614,-0.007331
24.116144,-0.012219
24.126144,-0.007331
24.136144,-0.007331
24.146144,-0.012219
24.156148,-0.012219
24.166147,-0.012219
24.176147,-0.012219
24.186151,0.002444
24.196155,-0.017107
24.206159,-0.012219
24.216167,-0.017107
24.226175,-0.012219
24.236175,-0.002444
24.246179,-0.012219
24.256179,-0.012219
24.26618,-0.002444
24.276187,-0.012219
24.286188,-0.007331
24.296188,-0.002444
24.306196,-0.012219
24.316196,-0.012219
24.326196,-0.012219
24.336196,-0.007331
24.3462,-0.007331
24.356203,-0.012219
24.366207,-0.012219
24.376207,-0.007331
24.386207,-0.012219
24.396207,-0.017107
24.406211,-0.007331
24.416219,-0.012219
24.426219,-0.007331
24.43622,-0.007331
24.44622,-0.017107
24.45622,-0.012219
24.466224,-0.012219
24.476228,-0.012219
24.486228,-0.007331
24.496227,-0.012219
24.506227,-0.012219
24.516231,-0.007331
24.526235,-0.012219
24.536239,-0.002444
24.546239,-0.007331
24.556243,-0.007331
24.566244,-0.007331
24.576248,-0.007331
24.586252,-0.007331
24.596252,-0.017107
24.606256,-0.007331
24.61626,-0.012219
24.626264,-0.002444
24.636268,-0.007331
24.646268,-0.017107
24.656276,-0.002444
24.666276,-0.007331
24.676275,-0.012219
24.686275,-0.002444
24.696275,-0.017107
24.706279,-0.012219
24.716283,-0.002444
24.726284,-0.012219
24.736284,-0.012219
24.746284,-0.007331
24.756284,-0.021994
24.766284,-0.012219
24.776287,-0.012219
24.786296,-0.017107
24.796295,-0.017107
24.806295,-0.021994
24.816295,-0.017107
24.826303,-0.017107
24.836311,-0.021994
24.846311,-0.026882
24.856311,-0.017107
24.866315,-0.021994
24.876316,-0.017107
24.886316,-0.007331
24.896316,-0.026882
24.90632,-0.017107
24.91632,-0.017107
24.926319,-0.017107
24.936319,-0.012219
24.946323,-0.017107
24.956323,-0.012219
24.966323,-0.002444
24.976324,-0.012219
24.986324,-0.012219
24.996324,-0.007331
25.006328,-0.012219
25.016328,-0.012219
25.026336,-0.002444
25.036336,-0.007331
25.04634,-0.017107
25.056339,-0.002444
25.066339,-0.017107
25.076339,-0.012219
25.086343,-0.012219
25.096343,-0.017107
25.106348,-0.012219
25.116352,-0.012219
25.126352,-0.007331
25.136352,-0.002444
25.14636,-0.017107
25.156364,-0.017107
25.166368,-0.002444
25.176376,-0.017107
25.186376,-0.012219
25.19638,-0.012219
25.20638,-0.017107
25.216384,-0.012219
25.226392,-0.007331
25.236391,-0.012219
25.2464,-0.012219
25.256399,-0.017107
25.266399,-0.021994
25.276403,-0.021994
25.286411,-0.036657
25.296415,-0.036657
25.306415,-0.041544
25.316419,-0.041544
25.326423,-0.036657
25.336423,-0.031769
25.346427,-0.041544
25.356431,-0.026882
25.366432,-0.026882
25.376436,-0.021994
25.38644,-0.021994
25.396444,-0.021994
25.406444,-0.017107
25.416448,-0.012219
25.426452,-0.012219
25.436456,-0.012219
25.44646,-0.012219
25.45646,-0.012219
25.466459,-0.007331
